Id,Time[ns],0:UART: RX/TX
18999,14944602400.00,i
19000,14944689200.00,a
19001,14944775800.00,l
19002,14944862600.00,N
19003,14944949200.00,u
19004,14945035800.00,m
19005,14945122600.00,b
19006,14945209200.00,e
19007,14945296000.00,r
19008,14945382600.00,:
19009,14945469200.00,[20]
19010,14945556000.00,m
19011,14945642600.00,u
19012,14945729200.00,s
19013,14945816000.00,b
19014,14945902600.00,-
19015,14945989400.00,h
19016,14946076000.00,d
19017,14946162600.00,r
19018,14946249400.00,c
19019,14946336000.00,.
19020,14946422800.00,2
19021,14946509400.00,.
19022,14946596000.00,a
19023,14946682800.00,u
19024,14946769400.00,t
19025,14946856000.00,o
19026,14946942800.00,[0D]
19027,14947029400.00,[0A]
19028,14971218800.00,[
19029,14971305400.00,[20]
19030,14971392000.00,[20]
19031,14971478800.00,[20]
19032,14971565400.00,[20]
19033,14971652000.00,2
19034,14971738800.00,.
19035,14971825400.00,8
19036,14971912200.00,6
19037,14971998800.00,3
19038,14972085400.00,1
19039,14972172200.00,8
19040,14972258800.00,8
19041,14972345400.00,]
19042,14972432200.00,[20]
19043,14972518800.00,r
19044,14972605600.00,t
19045,14972692200.00,c
19046,14972778800.00,-
19047,14972865600.00,p
19048,14972952200.00,c
19049,14973039000.00,f
19050,14973125600.00,8
19051,14973212200.00,5
19052,14973299000.00,6
19053,14973385600.00,3
19054,14973472200.00,[20]
19055,14973559000.00,1
19056,14973645600.00,-
19057,14973732400.00,0
19058,14973819000.00,0
19059,14973905600.00,5
19060,14973992400.00,1
19061,14974079000.00,:
19062,14974165800.00,[20]
19063,14974252400.00,s
19064,14974339000.00,e
19065,14974425800.00,t
19066,14974512400.00,t
19067,14974599000.00,i
19068,14974685800.00,n
19069,14974772400.00,g
19070,14974859200.00,[20]
19071,14974945800.00,s
19072,14975032400.00,y
19073,14975119200.00,s
19074,14975205800.00,t
19075,14975292600.00,e
19076,14975379200.00,m
19077,14975465800.00,[20]
19078,14975552600.00,c
19079,14975639200.00,l
19080,14975725800.00,o
19081,14975812600.00,c
19082,14975899200.00,k
19083,14975986000.00,[20]
19084,14976072600.00,t
19085,14976159200.00,o
19086,14976246000.00,[20]
19087,14976332600.00,2
19088,14976419200.00,0
19089,14976506000.00,2
19090,14976592600.00,5
19091,14976679400.00,-
19092,14976766000.00,0
19093,14976852600.00,5
19094,14976939400.00,-
19095,14977026000.00,1
19096,14977112800.00,1
19097,14977199400.00,T
19098,14977286000.00,0
19099,14977372800.00,9
19100,14977459400.00,:
19101,14977546000.00,0
19102,14977632800.00,7
19103,14977719400.00,:
19104,14977806200.00,0
19105,14977892800.00,5
19106,14977979400.00,[20]
19107,14978066200.00,U
19108,14978152800.00,T
19109,14978239600.00,C
19110,14978326200.00,[20]
19111,14978412800.00,(
19112,14978499600.00,1
19113,14978586200.00,7
19114,14978672800.00,4
19115,14978759600.00,6
19116,14978846200.00,9
19117,14978933000.00,5
19118,14979019600.00,4
19119,14979106200.00,4
19120,14979193000.00,2
19121,14979279600.00,5
19122,14979366200.00,)
19123,14979453000.00,[0D]
19124,14979539600.00,[0A]
19125,14984565800.00,[
19126,14984652400.00,[20]
19127,14984739200.00,[20]
19128,14984825800.00,[20]
19129,14984912600.00,[20]
19130,14984999200.00,2
19131,14985085800.00,.
19132,14985172600.00,8
19133,14985259200.00,7
19134,14985345800.00,6
19135,14985432600.00,5
19136,14985519200.00,3
19137,14985606000.00,4
19138,14985692600.00,]
19139,14985779200.00,[20]
19140,14985866000.00,h
19141,14985952600.00,u
19142,14986039400.00,b
19143,14986126000.00,[20]
19144,14986212600.00,3
19145,14986299400.00,-
19146,14986386000.00,0
19147,14986472600.00,:
19148,14986559400.00,1
19149,14986646000.00,.
19150,14986732800.00,0
19151,14986819400.00,:
19152,14986906000.00,[20]
19153,14986992800.00,U
19154,14987079400.00,S
19155,14987166200.00,B
19156,14987252800.00,[20]
19157,14987339400.00,h
19158,14987426200.00,u
19159,14987512800.00,b
19160,14987599400.00,[20]
19161,14987686200.00,f
19162,14987772800.00,o
19163,14987859600.00,u
19164,14987946200.00,n
19165,14988032800.00,d
19166,14988119600.00,[0D]
19167,14988206200.00,[0A]
19168,14992261000.00,[
19169,14992347800.00,[20]
19170,14992434400.00,[20]
19171,14992521000.00,[20]
19172,14992607800.00,[20]
19173,14992694400.00,2
19174,14992781200.00,.
19175,14992867800.00,8
19176,14992954400.00,8
19177,14993041200.00,4
19178,14993127800.00,2
19179,14993214600.00,3
19180,14993301200.00,4
19181,14993387800.00,]
19182,14993474600.00,[20]
19183,14993561200.00,h
19184,14993647800.00,u
19185,14993734600.00,b
19186,14993821200.00,[20]
19187,14993908000.00,3
19188,14993994600.00,-
19189,14994081200.00,0
19190,14994168000.00,:
19191,14994254600.00,1
19192,14994341200.00,.
19193,14994428000.00,0
19194,14994514600.00,:
19195,14994601400.00,[20]
19196,14994688000.00,1
19197,14994774600.00,[20]
19198,14994861400.00,p
19199,14994948000.00,o
19200,14995034800.00,r
19201,14995121400.00,t
19202,14995208000.00,[20]
19203,14995294800.00,d
19204,14995381400.00,e
19205,14995468000.00,t
19206,14995554800.00,e
19207,14995641400.00,c
19208,14995728200.00,t
19209,14995814800.00,e
19210,14995901400.00,d
19211,14995988200.00,[0D]
19212,14996074800.00,[0A]
19213,14997015800.00,[
19214,14997102400.00,[20]
19215,14997189200.00,[20]
19216,14997275800.00,[20]
19217,14997362600.00,[20]
19218,14997449200.00,2
19219,14997535800.00,.
19220,14997622600.00,8
19221,14997709200.00,8
19222,14997796000.00,8
19223,14997882600.00,9
19224,14997969200.00,7
19225,14998056000.00,5
19226,14998142600.00,]
19227,14998229200.00,[20]
19228,14998316000.00,p
19229,14998402600.00,h
19230,14998489400.00,y
19231,14998576000.00,[20]
19232,14998662600.00,p
19233,14998749400.00,h
19234,14998836000.00,y
19235,14998922600.00,-
19236,14999009400.00,1
19237,14999096000.00,c
19238,14999182800.00,1
19239,14999269400.00,9
19240,14999356000.00,4
19241,14999442800.00,0
19242,14999529400.00,0
19243,14999616200.00,.
19244,14999702800.00,p
19245,14999789400.00,h
19246,14999876200.00,y
19247,14999962800.00,.
19248,15000049400.00,1
19249,15000136200.00,:
19250,15000222800.00,[20]
19251,15000309600.00,E
19252,15000396200.00,x
19253,15000482800.00,t
19254,15000569600.00,e
19255,15000656200.00,r
19256,15000743000.00,n
19257,15000829600.00,a
19258,15000916200.00,l
19259,15001003000.00,[20]
19260,15001089600.00,v
19261,15001176200.00,b
19262,15001263000.00,u
19263,15001349600.00,s
19264,15001436400.00,[20]
19265,15001523000.00,d
19266,15001609600.00,e
19267,15001696400.00,t
19268,15001783000.00,e
19269,15001869600.00,c
19270,15001956400.00,t
19271,15002043000.00,e
19272,15002129800.00,d
19273,15002216400.00,,
19274,15002303000.00,[20]
19275,15002389800.00,n
19276,15002476400.00,o
19277,15002563200.00,t
19278,15002649800.00,[20]
19279,15002736400.00,e
19280,15002823200.00,n
19281,15002909800.00,a
19282,15002996400.00,b
19283,15003083200.00,l
19284,15003169800.00,i
19285,15003256600.00,n
19286,15003343200.00,g
19287,15003429800.00,[20]
19288,15003516600.00,o
19289,15003603200.00,u
19290,15003690000.00,r
19291,15003776600.00,[20]
19292,15003863200.00,o
19293,15003950000.00,w
19294,15004036600.00,n
19295,15004123200.00,[20]
19296,15004210000.00,v
19297,15004296600.00,b
19298,15004383400.00,u
19299,15004470000.00,s
19300,15004556600.00,[0D]
19301,15004643400.00,[0A]
19302,16220306400.00,d
19303,16220393200.00,o
19304,16220479800.00,n
19305,16220566400.00,e
19306,16220653200.00,[0D]
19307,16220739800.00,[0A]
19308,16252739800.00,I
19309,16252826400.00,n
19310,16252913000.00,i
19311,16252999800.00,t
19312,16253086400.00,i
19313,16253173200.00,a
19314,16253259800.00,l
19315,16253346400.00,i
19316,16253433200.00,z
19317,16253519800.00,i
19318,16253606600.00,n
19319,16253693200.00,g
19320,16253779800.00,[20]
19321,16253866600.00,r
19322,16253953200.00,a
19323,16254039800.00,n
19324,16254126600.00,d
19325,16254213200.00,o
19326,16254300000.00,m
19327,16254386600.00,[20]
19328,16254473200.00,n
19329,16254560000.00,u
19330,16254646600.00,m
19331,16254733400.00,b
19332,16254820000.00,e
19333,16254906600.00,r
19334,16254993400.00,[20]
19335,16255080000.00,g
19336,16255166600.00,e
19337,16255253400.00,n
19338,16255340000.00,e
19339,16255426800.00,r
19340,16255513400.00,a
19341,16255600000.00,t
19342,16255686800.00,o
19343,16255773400.00,r
19344,16255860000.00,:
19345,16255946800.00,[20]
19346,16257560000.00,O
19347,16257646800.00,K
19348,16257733400.00,[0D]
19349,16257820000.00,[0A]
19350,16257906800.00,S
19351,16257993400.00,a
19352,16258080200.00,v
19353,16258166800.00,i
19354,16258253400.00,n
19355,16258340200.00,g
19356,16258426800.00,[20]
19357,16258513400.00,r
19358,16258600200.00,a
19359,16258686800.00,n
19360,16258773600.00,d
19361,16258860200.00,o
19362,16258946800.00,m
19363,16259033600.00,[20]
19364,16259120200.00,s
19365,16259206800.00,e
19366,16259293600.00,e
19367,16259380200.00,d
19368,16259467000.00,:
19369,16259553600.00,[20]
19370,16268641000.00,[
19371,16268727800.00,[20]
19372,16268814400.00,[20]
19373,16268901200.00,[20]
19374,16268987800.00,[20]
19375,16269074400.00,4
19376,16269161200.00,.
19377,16269247800.00,1
19378,16269334600.00,6
19379,16269421200.00,0
19380,16269507800.00,4
19381,16269594600.00,5
19382,16269681200.00,5
19383,16269767800.00,]
19384,16269854600.00,[20]
19385,16269941200.00,u
19386,16270028000.00,r
19387,16270114600.00,a
19388,16270201200.00,n
19389,16270288000.00,d
19390,16270374600.00,o
19391,16270461400.00,m
19392,16270548000.00,_
19393,16270634600.00,r
19394,16270721400.00,e
19395,16270808000.00,a
19396,16270894600.00,d
19397,16270981400.00,:
19398,16271068000.00,[20]
19399,16271154800.00,2
19400,16271241400.00,[20]
19401,16271328000.00,c
19402,16271414800.00,a
19403,16271501400.00,l
19404,16271588200.00,l
19405,16271674800.00,b
19406,16271761400.00,a
19407,16271848200.00,c
19408,16271934800.00,k
19409,16272021400.00,s
19410,16272108200.00,[20]
19411,16272194800.00,s
19412,16272281600.00,u
19413,16272368200.00,p
19414,16272454800.00,p
19415,16272541600.00,r
19416,16272628200.00,e
19417,16272714800.00,s
19418,16272801600.00,s
19419,16272888200.00,e
19420,16272975000.00,d
19421,16273061600.00,[0D]
19422,16273148200.00,[0A]
19423,16273333000.00,[
19424,16273419600.00,[20]
19425,16273506400.00,[20]
19426,16273593000.00,[20]
19427,16273679800.00,[20]
19428,16273766400.00,4
19429,16273853000.00,.
19430,16273939800.00,1
19431,16274026400.00,6
19432,16274113000.00,0
19433,16274199800.00,4
19434,16274286400.00,7
19435,16274373200.00,1
19436,16274459800.00,]
19437,16274546400.00,[20]
19438,16274633200.00,r
19439,16274719800.00,a
19440,16274806600.00,n
19441,16274893200.00,d
19442,16274979800.00,o
19443,16275066600.00,m
19444,16275153200.00,:
19445,16275239800.00,[20]
19446,16275326600.00,d
19447,16275413200.00,d
19448,16275500000.00,:
19449,16275586600.00,[20]
19450,16275673200.00,u
19451,16275760000.00,n
19452,16275846600.00,i
19453,16275933400.00,n
19454,16276020000.00,i
19455,16276106600.00,t
19456,16276193400.00,i
19457,16276280000.00,a
19458,16276366600.00,l
19459,16276453400.00,i
19460,16276540000.00,z
19461,16276626800.00,e
19462,16276713400.00,d
19463,16276800000.00,[20]
19464,16276886800.00,u
19465,16276973400.00,r
19466,16277060200.00,a
19467,16277146800.00,n
19468,16277233400.00,d
19469,16277320200.00,o
19470,16277406800.00,m
19471,16277493400.00,[20]
19472,16277580200.00,r
19473,16277666800.00,e
19474,16277753600.00,a
19475,16277840200.00,d
19476,16277926800.00,[20]
19477,16278013600.00,(
19478,16278100200.00,5
19479,16278186800.00,1
19480,16278273600.00,2
19481,16278360200.00,[20]
19482,16278447000.00,b
19483,16278533600.00,y
19484,16278620200.00,t
19485,16278707000.00,e
19486,16278793600.00,s
19487,16278880400.00,[20]
19488,16278967000.00,r
19489,16279053600.00,e
19490,16279140400.00,a
19491,16279227000.00,d
19492,16279313600.00,)
19493,16279400400.00,[0D]
19494,16279487000.00,[0A]
19495,16282284000.00,O
19496,16282370600.00,K
19497,16282457400.00,[0D]
19498,16282544000.00,[0A]
19499,16288175200.00,S
19500,16288262000.00,t
19501,16288348600.00,a
19502,16288435400.00,r
19503,16288522000.00,t
19504,16288608600.00,i
19505,16288695400.00,n
19506,16288782000.00,g
19507,16288868600.00,[20]
19508,16288955400.00,h
19509,16289042000.00,a
19510,16289128800.00,v
19511,16289215400.00,e
19512,16289302000.00,g
19513,16289388800.00,e
19514,16289475400.00,d
19515,16289562200.00,:
19516,16289648800.00,[20]
19517,16306009000.00,h
19518,16306095600.00,a
19519,16306182400.00,v
19520,16306269000.00,e
19521,16306355600.00,g
19522,16306442400.00,e
19523,16306529000.00,d
19524,16306615800.00,:
19525,16306702400.00,[20]
19526,16306789000.00,l
19527,16306875800.00,i
19528,16306962400.00,s
19529,16307049200.00,t
19530,16307135800.00,e
19531,16307222400.00,n
19532,16307309200.00,i
19533,16307395800.00,n
19534,16307482400.00,g
19535,16307569200.00,[20]
19536,16307655800.00,s
19537,16307742600.00,o
19538,16307829200.00,c
19539,16307915800.00,k
19540,16308002600.00,e
19541,16308089200.00,t
19542,16308176000.00,[20]
19543,16308262600.00,a
19544,16308349200.00,t
19545,16308436000.00,[20]
19546,16308522600.00,3
19547,16308609200.00,[0D]
19548,16308696000.00,[0A]
19549,16336437400.00,O
19550,16336524000.00,K
19551,16336610600.00,[0D]
19552,16336697400.00,[0A]
19553,16358147200.00,S
19554,16358233800.00,t
19555,16358320400.00,a
19556,16358407200.00,r
19557,16358493800.00,t
19558,16358580400.00,i
19559,16358667200.00,n
19560,16358753800.00,g
19561,16358840600.00,[20]
19562,16358927200.00,s
19563,16359013800.00,y
19564,16359100600.00,s
19565,16359187200.00,t
19566,16359274000.00,e
19567,16359360600.00,m
19568,16359447200.00,[20]
19569,16359534000.00,m
19570,16359620600.00,e
19571,16359707200.00,s
19572,16359794000.00,s
19573,16359880600.00,a
19574,16359967400.00,g
19575,16360054000.00,e
19576,16360140600.00,[20]
19577,16360227400.00,b
19578,16360314000.00,u
19579,16360400600.00,s
19580,16360487400.00,:
19581,16360574000.00,[20]
19582,16369591600.00,[
19583,16369678400.00,[20]
19584,16369765000.00,[20]
19585,16369851600.00,[20]
19586,16369938400.00,[20]
19587,16370025000.00,4
19588,16370111800.00,.
19589,16370198400.00,2
19590,16370285000.00,6
19591,16370371800.00,1
19592,16370458400.00,4
19593,16370545200.00,0
19594,16370631800.00,6
19595,16370718400.00,]
19596,16370805200.00,[20]
19597,16370891800.00,r
19598,16370978400.00,a
19599,16371065200.00,n
19600,16371151800.00,d
19601,16371238600.00,o
19602,16371325200.00,m
19603,16371411800.00,:
19604,16371498600.00,[20]
19605,16371585200.00,d
19606,16371672000.00,b
19607,16371758600.00,u
19608,16371845200.00,s
19609,16371932000.00,-
19610,16372018600.00,u
19611,16372105200.00,u
19612,16372192000.00,i
19613,16372278600.00,d
19614,16372365400.00,g
19615,16372452000.00,e
19616,16372538600.00,n
19617,16372625400.00,:
19618,16372712000.00,[20]
19619,16372798600.00,u
19620,16372885400.00,n
19621,16372972000.00,i
19622,16373058800.00,n
19623,16373145400.00,i
19624,16373232000.00,t
19625,16373318800.00,i
19626,16373405400.00,a
19627,16373492200.00,l
19628,16373578800.00,i
19629,16373665400.00,z
19630,16373752200.00,e
19631,16373838800.00,d
19632,16373925400.00,[20]
19633,16374012200.00,u
19634,16374098800.00,r
19635,16374185600.00,a
19636,16374272200.00,n
19637,16374358800.00,d
19638,16374445600.00,o
19639,16374532200.00,m
19640,16374619000.00,[20]
19641,16374705600.00,r
19642,16374792200.00,e
19643,16374879000.00,a
19644,16374965600.00,d
19645,16375052200.00,[20]
19646,16375139000.00,(
19647,16375225600.00,1
19648,16375312400.00,2
19649,16375399000.00,[20]
19650,16375485600.00,b
19651,16375572400.00,y
19652,16375659000.00,t
19653,16375745600.00,e
19654,16375832400.00,s
19655,16375919000.00,[20]
19656,16376005800.00,r
19657,16376092400.00,e
19658,16376179000.00,a
19659,16376265800.00,d
19660,16376352400.00,)
19661,16376439200.00,[0D]
19662,16376525800.00,[0A]
19663,16376803600.00,[
19664,16376890400.00,[20]
19665,16376977000.00,[20]
19666,16377063800.00,[20]
19667,16377150400.00,[20]
19668,16377237000.00,4
19669,16377323800.00,.
19670,16377410400.00,2
19671,16377497200.00,6
19672,16377583800.00,8
19673,16377670400.00,6
19674,16377757200.00,2
19675,16377843800.00,9
19676,16377930400.00,]
19677,16378017200.00,[20]
19678,16378103800.00,r
19679,16378190600.00,a
19680,16378277200.00,n
19681,16378363800.00,d
19682,16378450600.00,o
19683,16378537200.00,m
19684,16378624000.00,:
19685,16378710600.00,[20]
19686,16378797200.00,d
19687,16378884000.00,b
19688,16378970600.00,u
19689,16379057200.00,s
19690,16379144000.00,-
19691,16379230600.00,u
19692,16379317400.00,u
19693,16379404000.00,i
19694,16379490600.00,d
19695,16379577400.00,g
19696,16379664000.00,e
19697,16379750600.00,n
19698,16379837400.00,:
19699,16379924000.00,[20]
19700,16380010800.00,u
19701,16380097400.00,n
19702,16380184000.00,i
19703,16380270800.00,n
19704,16380357400.00,i
19705,16380444200.00,t
19706,16380530800.00,i
19707,16380617400.00,a
19708,16380704200.00,l
19709,16380790800.00,i
19710,16380877400.00,z
19711,16380964200.00,e
19712,16381050800.00,d
19713,16381137600.00,[20]
19714,16381224200.00,u
19715,16381310800.00,r
19716,16381397600.00,a
19717,16381484200.00,n
19718,16381571000.00,d
19719,16381657600.00,o
19720,16381744200.00,m
19721,16381831000.00,[20]
19722,16381917600.00,r
19723,16382004200.00,e
19724,16382091000.00,a
19725,16382177600.00,d
19726,16382264400.00,[20]
19727,16382351000.00,(
19728,16382437600.00,8
19729,16382524400.00,[20]
19730,16382611000.00,b
19731,16382697800.00,y
19732,16382784400.00,t
19733,16382871000.00,e
19734,16382957800.00,s
19735,16383044400.00,[20]
19736,16383131000.00,r
19737,16383217800.00,e
19738,16383304400.00,a
19739,16383391200.00,d
19740,16383477800.00,)
19741,16383564400.00,[0D]
19742,16383651200.00,[0A]
19743,16424553200.00,d
19744,16424640000.00,o
19745,16424726600.00,n
19746,16424813400.00,e
19747,16424900000.00,[0D]
19748,16424986600.00,[0A]
19749,16440822400.00,S
19750,16440909200.00,t
19751,16440995800.00,a
19752,16441082400.00,r
19753,16441169200.00,t
19754,16441255800.00,i
19755,16441342600.00,n
19756,16441429200.00,g
19757,16441515800.00,[20]
19758,16441602600.00,n
19759,16441689200.00,e
19760,16441776000.00,t
19761,16441862600.00,w
19762,16441949200.00,o
19763,16442036000.00,r
19764,16442122600.00,k
19765,16442209200.00,:
19766,16442296000.00,[20]
19767,16505893800.00,O
19768,16505980400.00,K
19769,16506067200.00,[0D]
19770,16506153800.00,[0A]
19771,16532550000.00,S
19772,16532636800.00,t
19773,16532723400.00,a
19774,16532810200.00,r
19775,16532896800.00,t
19776,16532983400.00,i
19777,16533070200.00,n
19778,16533156800.00,g
19779,16533243600.00,[20]
19780,16533330200.00,N
19781,16533416800.00,e
19782,16533503600.00,t
19783,16533590200.00,w
19784,16533676800.00,o
19785,16533763600.00,r
19786,16533850200.00,k
19787,16533937000.00,M
19788,16534023600.00,a
19789,16534110200.00,n
19790,16534197000.00,a
19791,16534283600.00,g
19792,16534370400.00,e
19793,16534457000.00,r
19794,16534543600.00,[20]
19795,16534630400.00,.
19796,16534717000.00,.
19797,16534803600.00,.
19798,16534890400.00,[20]
19799,16707682800.00,d
19800,16707769400.00,o
19801,16707856200.00,n
19802,16707942800.00,e
19803,16708029600.00,.
19804,16708116200.00,[0D]
19805,16708202800.00,[0A]
19806,16715977800.00,S
19807,16716064400.00,t
19808,16716151000.00,a
19809,16716237800.00,r
19810,16716324400.00,t
19811,16716411200.00,i
19812,16716497800.00,n
19813,16716584400.00,g
19814,16716671200.00,[20]
19815,16716757800.00,s
19816,16716844600.00,n
19817,16716931200.00,t
19818,16717017800.00,p
19819,16717104600.00,:
19820,16717191200.00,[20]
19821,16759324200.00,s
19822,16759410800.00,n
19823,16759497400.00,t
19824,16759584200.00,p
19825,16759670800.00,[20]
19826,16759757600.00,4
19827,16759844200.00,.
19828,16759930800.00,2
19829,16760017600.00,.
19830,16760104200.00,8
19831,16760191000.00,p
19832,16760277600.00,1
19833,16760364200.00,5
19834,16760451000.00,@
19835,16760537600.00,1
19836,16760624200.00,.
19837,16760711000.00,3
19838,16760797600.00,7
19839,16760884400.00,2
19840,16760971000.00,8
19841,16761057600.00,-
19842,16761144400.00,o
19843,16761231000.00,[20]
19844,16761317800.00,T
19845,16761404400.00,u
19846,16761491000.00,e
19847,16761577800.00,[20]
19848,16761664400.00,A
19849,16761751000.00,u
19850,16761837800.00,g
19851,16761924400.00,[20]
19852,16762011200.00,2
19853,16762097800.00,7
19854,16762184400.00,[20]
19855,16762271200.00,0
19856,16762357800.00,4
19857,16762444600.00,:
19858,16762531200.00,5
19859,16762617800.00,2
19860,16762704600.00,:
19861,16762791200.00,2
19862,16762877800.00,1
19863,16762964600.00,[20]
19864,16763051200.00,U
19865,16763138000.00,T
19866,16763224600.00,C
19867,16763311200.00,[20]
19868,16763398000.00,2
19869,16763484600.00,0
19870,16763571200.00,2
19871,16763658000.00,4
19872,16763744600.00,[20]
19873,16763831400.00,(
19874,16763918000.00,1
19875,16764004600.00,)
19876,16764091400.00,[0D]
19877,16764178000.00,[0A]
19878,16767574200.00,p
19879,16767660800.00,o
19880,16767747400.00,o
19881,16767834200.00,l
19882,16767920800.00,.
19883,16768007600.00,n
19884,16768094200.00,t
19885,16768180800.00,p
19886,16768267600.00,.
19887,16768354200.00,o
19888,16768440800.00,r
19889,16768527600.00,g
19890,16768614200.00,[20]
19891,16768701000.00,l
19892,16768787600.00,o
19893,16768874200.00,o
19894,16768961000.00,k
19895,16769047600.00,u
19896,16769134400.00,p
19897,16769221000.00,[20]
19898,16769307600.00,e
19899,16769394400.00,r
19900,16769481000.00,r
19901,16769567600.00,o
19902,16769654400.00,r
19903,16769741000.00,[20]
19904,16769827800.00,T
19905,16769914400.00,e
19906,16770001000.00,m
19907,16770087800.00,p
19908,16770174400.00,o
19909,16770261200.00,r
19910,16770347800.00,a
19911,16770434400.00,r
19912,16770521200.00,y
19913,16770607800.00,[20]
19914,16770694400.00,f
19915,16770781200.00,a
19916,16770867800.00,i
19917,16770954600.00,l
19918,16771041200.00,u
19919,16771127800.00,r
19920,16771214600.00,e
19921,16771301200.00,[20]
19922,16771387800.00,i
19923,16771474600.00,n
19924,16771561200.00,[20]
19925,16771648000.00,n
19926,16771734600.00,a
19927,16771821200.00,m
19928,16771908000.00,e
19929,16771994600.00,[20]
19930,16772081400.00,r
19931,16772168000.00,e
19932,16772254600.00,s
19933,16772341400.00,o
19934,16772428000.00,l
19935,16772514600.00,u
19936,16772601400.00,t
19937,16772688000.00,i
19938,16772774800.00,o
19939,16772861400.00,n
19940,16772948000.00,[0D]
19941,16773034800.00,[0A]
19942,16773121400.00,F
19943,16773208200.00,A
19944,16773294800.00,I
19945,16773381400.00,L
19946,16773468200.00,[0D]
19947,16773554800.00,[0A]
19948,16777969400.00,S
19949,16778056000.00,t
19950,16778142800.00,a
19951,16778229400.00,r
19952,16778316000.00,t
19953,16778402800.00,i
19954,16778489400.00,n
19955,16778576000.00,g
19956,16778662800.00,[20]
19957,16778749400.00,n
19958,16778836200.00,t
19959,16778922800.00,p
19960,16779009400.00,d
19961,16779096200.00,:
19962,16779182800.00,[20]
19963,16845490400.00,O
19964,16845577000.00,K
19965,16845663800.00,[0D]
19966,16845750400.00,[0A]
19967,16878255800.00,S
19968,16878342400.00,t
19969,16878429200.00,a
19970,16878515800.00,r
19971,16878602400.00,t
19972,16878689200.00,i
19973,16878775800.00,n
19974,16878862400.00,g
19975,16878949200.00,[20]
19976,16879035800.00,p
19977,16879122600.00,u
19978,16879209200.00,l
19979,16879295800.00,s
19980,16879382600.00,e
19981,16879469200.00,a
19982,16879556000.00,u
19983,16879642600.00,d
19984,16879729200.00,i
19985,16879816000.00,o
19986,16879902600.00,:
19987,16879989200.00,[20]
19988,16938234400.00,W
19989,16938321000.00,:
19990,16938407600.00,[20]
19991,16938494400.00,[
19992,16938581000.00,p
19993,16938667600.00,u
19994,16938754400.00,l
19995,16938841000.00,s
19996,16938927800.00,e
19997,16939014400.00,a
19998,16939101000.00,u
19999,16939187800.00,d
20000,16939274400.00,i
20001,16939361200.00,o
20002,16939447800.00,]
20003,16939534400.00,[20]
20004,16939621200.00,m
20005,16939707800.00,a
20006,16939794400.00,i
20007,16939881200.00,n
20008,16939967800.00,.
20009,16940054600.00,c
20010,16940141200.00,:
20011,16940227800.00,[20]
20012,16940314600.00,[1B]
20013,16940401200.00,[
20014,16940488000.00,1
20015,16940574600.00,m
20016,16940661200.00,R
20017,16940748000.00,u
20018,16940834600.00,n
20019,16940921200.00,n
20020,16941008000.00,i
20021,16941094600.00,n
20022,16941181400.00,g
20023,16941268000.00,[20]
20024,16941354600.00,i
20025,16941441400.00,n
20026,16941528000.00,[20]
20027,16941614800.00,s
20028,16941701400.00,y
20029,16941788000.00,s
20030,16941874800.00,t
20031,16941961400.00,e
20032,16942048000.00,m
20033,16942134800.00,[20]
20034,16942221400.00,m
20035,16942308200.00,o
20036,16942394800.00,d
20037,16942481400.00,e
20038,16942568200.00,,
20039,16942654800.00,[20]
20040,16942741400.00,b
20041,16942828200.00,u
20042,16942914800.00,t
20043,16943001600.00,[20]
20044,16943088200.00,-
20045,16943174800.00,-
20046,16943261600.00,d
20047,16943348200.00,i
20048,16943435000.00,s
20049,16943521600.00,a
20050,16943608200.00,l
20051,16943695000.00,l
20052,16943781600.00,o
20053,16943868200.00,w
20054,16943955000.00,-
20055,16944041600.00,m
20056,16944128400.00,o
20057,16944215000.00,d
20058,16944301600.00,u
20059,16944388400.00,l
20060,16944475000.00,e
20061,16944561800.00,-
20062,16944648400.00,l
20063,16944735000.00,o
20064,16944821800.00,a
20065,16944908400.00,d
20066,16944995000.00,i
20067,16945081800.00,n
20068,16945168400.00,g
20069,16945255200.00,[20]
20070,16945341800.00,n
20071,16945428400.00,o
20072,16945515200.00,t
20073,16945601800.00,[20]
20074,16945688400.00,s
20075,16945775200.00,e
20076,16945861800.00,t
20077,16945948600.00,.
20078,16946035200.00,[1B]
20079,16946121800.00,[
20080,16946208600.00,0
20081,16946295200.00,m
20082,16946382000.00,[0D]
20083,16946468600.00,[0A]
20084,16946555200.00,N
20085,16946642000.00,:
20086,16946728600.00,[20]
20087,16946815200.00,[
20088,16946902000.00,p
20089,16946988600.00,u
20090,16947075400.00,l
20091,16947162000.00,s
20092,16947248600.00,e
20093,16947335400.00,a
20094,16947422000.00,u
20095,16947508800.00,d
20096,16947595400.00,i
20097,16947682000.00,o
20098,16947768800.00,]
20099,16947855400.00,[20]
20100,16947942000.00,m
20101,16948028800.00,a
20102,16948115400.00,i
20103,16948202200.00,n
20104,16948288800.00,.
20105,16948375400.00,c
20106,16948462200.00,:
20107,16948548800.00,[20]
20108,16948635600.00,R
20109,16948722200.00,u
20110,16948808800.00,n
20111,16948895600.00,n
20112,16948982200.00,i
20113,16949068800.00,n
20114,16949155600.00,g
20115,16949242200.00,[20]
20116,16949329000.00,i
20117,16949415600.00,n
20118,16949502200.00,[20]
20119,16949589000.00,s
20120,16949675600.00,y
20121,16949762200.00,s
20122,16949849000.00,t
20123,16949935600.00,e
20124,16950022400.00,m
20125,16950109000.00,[20]
20126,16950195600.00,m
