Id,Time[ns],0:UART: RX/TX
3440,12421954000.00,t
3441,12422040600.00,a
3442,12422127200.00,b
3443,12422214000.00,l
3444,12422300600.00,e
3445,12422387200.00,[20]
3446,12422474000.00,e
3447,12422560600.00,n
3448,12422647400.00,t
3449,12422734000.00,r
3450,12422820600.00,i
3451,12422907400.00,e
3452,12422994000.00,s
3453,12423080800.00,:
3454,12423167400.00,[20]
3455,12423254000.00,6
3456,12423340800.00,5
3457,12423427400.00,5
3458,12423514000.00,3
3459,12423600800.00,6
3460,12423687400.00,[20]
3461,12423774200.00,(
3462,12423860800.00,o
3463,12423947400.00,r
3464,12424034200.00,d
3465,12424120800.00,e
3466,12424207600.00,r
3467,12424294200.00,:
3468,12424380800.00,[20]
3469,12424467600.00,6
3470,12424554200.00,,
3471,12424640800.00,[20]
3472,12424727600.00,2
3473,12424814200.00,6
3474,12424901000.00,2
3475,12424987600.00,1
3476,12425074200.00,4
3477,12425161000.00,4
3478,12425247600.00,[20]
3479,12425334200.00,b
3480,12425421000.00,y
3481,12425507600.00,t
3482,12425594400.00,e
3483,12425681000.00,s
3484,12425767600.00,,
3485,12425854400.00,[20]
3486,12425941000.00,l
3487,12426027800.00,i
3488,12426114400.00,n
3489,12426201000.00,e
3490,12426287800.00,a
3491,12426374400.00,r
3492,12426461000.00,)
3493,12426547800.00,[0D]
3494,12426634400.00,[0A]
3495,12426733000.00,[
3496,12426819800.00,[20]
3497,12426906400.00,[20]
3498,12426993000.00,[20]
3499,12427079800.00,[20]
3500,12427166400.00,0
3501,12427253000.00,.
3502,12427339800.00,0
3503,12427426400.00,0
3504,12427513200.00,0
3505,12427599800.00,0
3506,12427686400.00,0
3507,12427773200.00,0
3508,12427859800.00,]
3509,12427946600.00,[20]
3510,12428033200.00,m
3511,12428119800.00,e
3512,12428206600.00,m
3513,12428293200.00,[20]
3514,12428379800.00,a
3515,12428466600.00,u
3516,12428553200.00,t
3517,12428640000.00,o
3518,12428726600.00,-
3519,12428813200.00,i
3520,12428900000.00,n
3521,12428986600.00,i
3522,12429073400.00,t
3523,12429160000.00,:
3524,12429246600.00,[20]
3525,12429333400.00,s
3526,12429420000.00,t
3527,12429506600.00,a
3528,12429593400.00,c
3529,12429680000.00,k
3530,12429766800.00,:
3531,12429853400.00,o
3532,12429940000.00,f
3533,12430026800.00,f
3534,12430113400.00,,
3535,12430200200.00,[20]
3536,12430286800.00,h
3537,12430373400.00,e
3538,12430460200.00,a
3539,12430546800.00,p
3540,12430633400.00,[20]
3541,12430720200.00,a
3542,12430806800.00,l
3543,12430893600.00,l
3544,12430980200.00,o
3545,12431066800.00,c
3546,12431153600.00,:
3547,12431240200.00,o
3548,12431326800.00,f
3549,12431413600.00,f
3550,12431500200.00,,
3551,12431587000.00,[20]
3552,12431673600.00,h
3553,12431760200.00,e
3554,12431847000.00,a
3555,12431933600.00,p
3556,12432020400.00,[20]
3557,12432107000.00,f
3558,12432193600.00,r
3559,12432280400.00,e
3560,12432367000.00,e
3561,12432453600.00,:
3562,12432540400.00,o
3563,12432627000.00,f
3564,12432713800.00,f
3565,12432800400.00,[0D]
3566,12432887000.00,[0A]
3567,12432996600.00,[
3568,12433083200.00,[20]
3569,12433169800.00,[20]
3570,12433256600.00,[20]
3571,12433343200.00,[20]
3572,12433429800.00,0
3573,12433516600.00,.
3574,12433603200.00,0
3575,12433690000.00,0
3576,12433776600.00,0
3577,12433863200.00,0
3578,12433950000.00,0
3579,12434036600.00,0
3580,12434123200.00,]
3581,12434210000.00,[20]
3582,12434296600.00,M
3583,12434383400.00,e
3584,12434470000.00,m
3585,12434556600.00,o
3586,12434643400.00,r
3587,12434730000.00,y
3588,12434816800.00,:
3589,12434903400.00,[20]
3590,12434990000.00,8
3591,12435076800.00,9
3592,12435163400.00,5
3593,12435250000.00,8
3594,12435336800.00,4
3595,12435423400.00,8
3596,12435510200.00,K
3597,12435596800.00,/
3598,12435683400.00,1
3599,12435770200.00,0
3600,12435856800.00,4
3601,12435943600.00,8
3602,12436030200.00,5
3603,12436116800.00,7
3604,12436203600.00,6
3605,12436290200.00,K
3606,12436376800.00,[20]
3607,12436463600.00,a
3608,12436550200.00,v
3609,12436637000.00,a
3610,12436723600.00,i
3611,12436810200.00,l
3612,12436897000.00,a
3613,12436983600.00,b
3614,12437070400.00,l
3615,12437157000.00,e
3616,12437243600.00,[20]
3617,12437330400.00,(
3618,12437417000.00,7
3619,12437503600.00,1
3620,12437590400.00,6
3621,12437677000.00,8
3622,12437763800.00,K
3623,12437850400.00,[20]
3624,12437937000.00,k
3625,12438023800.00,e
3626,12438110400.00,r
3627,12438197000.00,n
3628,12438283800.00,e
3629,12438370400.00,l
3630,12438457200.00,[20]
3631,12438543800.00,c
3632,12438630400.00,o
3633,12438717200.00,d
3634,12438803800.00,e
3635,12438890600.00,,
3636,12438977200.00,[20]
3637,12439063800.00,5
3638,12439150600.00,2
3639,12439237200.00,6
3640,12439323800.00,K
3641,12439410600.00,[20]
3642,12439497200.00,r
3643,12439584000.00,w
3644,12439670600.00,d
3645,12439757200.00,a
3646,12439844000.00,t
3647,12439930600.00,a
3648,12440017400.00,,
3649,12440104000.00,[20]
3650,12440190600.00,2
3651,12440277400.00,0
3652,12440364000.00,7
3653,12440450600.00,2
3654,12440537400.00,K
3655,12440624000.00,[20]
3656,12440710800.00,r
3657,12440797400.00,o
3658,12440884000.00,d
3659,12440970800.00,a
3660,12441057400.00,t
3661,12441144200.00,a
3662,12441230800.00,,
3663,12441317400.00,[20]
3664,12441404200.00,1
3665,12441490800.00,0
3666,12441577400.00,2
3667,12441664200.00,4
3668,12441750800.00,K
3669,12441837600.00,[20]
3670,12441924200.00,i
3671,12442010800.00,n
3672,12442097600.00,i
3673,12442184200.00,t
3674,12442270800.00,,
3675,12442357600.00,[20]
3676,12442444200.00,2
3677,12442531000.00,5
3678,12442617600.00,2
3679,12442704200.00,K
3680,12442791000.00,[20]
3681,12442877600.00,b
3682,12442964400.00,s
3683,12443051000.00,s
3684,12443137600.00,,
3685,12443224400.00,[20]
3686,12443311000.00,2
3687,12443397600.00,1
3688,12443484400.00,6
3689,12443571000.00,5
3690,12443657800.00,6
3691,12443744400.00,K
3692,12443831000.00,[20]
3693,12443917800.00,r
3694,12444004400.00,e
3695,12444091200.00,s
3696,12444177800.00,e
3697,12444264400.00,r
3698,12444351200.00,v
3699,12444437800.00,e
3700,12444524400.00,d
3701,12444611200.00,,
3702,12444697800.00,[20]
3703,12444784600.00,1
3704,12444871200.00,3
3705,12444957800.00,1
3706,12445044600.00,0
3707,12445131200.00,7
3708,12445217800.00,2
3709,12445304600.00,K
3710,12445391200.00,[20]
3711,12445478000.00,c
3712,12445564600.00,m
3713,12445651200.00,a
3714,12445738000.00,-
3715,12445824600.00,r
3716,12445911400.00,e
3717,12445998000.00,s
3718,12446084600.00,e
3719,12446171400.00,r
3720,12446258000.00,v
3721,12446344600.00,e
3722,12446431400.00,d
3723,12446518000.00,,
3724,12446604800.00,[20]
3725,12446691400.00,2
3726,12446778000.00,6
3727,12446864800.00,2
3728,12446951400.00,1
3729,12447038200.00,3
3730,12447124800.00,2
3731,12447211400.00,K
3732,12447298200.00,[20]
3733,12447384800.00,h
3734,12447471400.00,i
3735,12447558200.00,g
3736,12447644800.00,h
3737,12447731600.00,m
3738,12447818200.00,e
3739,12447904800.00,m
3740,12447991600.00,)
3741,12448078200.00,[0D]
3742,12448165000.00,[0A]
3743,12448273200.00,[
3744,12448360000.00,[20]
3745,12448446600.00,[20]
3746,12448533200.00,[20]
3747,12448620000.00,[20]
3748,12448706600.00,0
3749,12448793400.00,.
3750,12448880000.00,0
3751,12448966600.00,0
3752,12449053400.00,0
3753,12449140000.00,0
3754,12449226600.00,0
3755,12449313400.00,0
3756,12449400000.00,]
3757,12449486800.00,[20]
3758,12449573400.00,S
3759,12449660000.00,L
3760,12449746800.00,U
3761,12449833400.00,B
3762,12449920200.00,:
3763,12450006800.00,[20]
3764,12450093400.00,H
3765,12450180200.00,W
3766,12450266800.00,a
3767,12450353400.00,l
3768,12450440200.00,i
3769,12450526800.00,g
3770,12450613600.00,n
3771,12450700200.00,=
3772,12450786800.00,6
3773,12450873600.00,4
3774,12450960200.00,,
3775,12451046800.00,[20]
3776,12451133600.00,O
3777,12451220200.00,r
3778,12451307000.00,d
3779,12451393600.00,e
3780,12451480200.00,r
3781,12451567000.00,=
3782,12451653600.00,0
3783,12451740400.00,-
3784,12451827000.00,3
3785,12451913600.00,,
3786,12452000400.00,[20]
3787,12452087000.00,M
3788,12452173600.00,i
3789,12452260400.00,n
3790,12452347000.00,O
3791,12452433800.00,b
3792,12452520400.00,j
3793,12452607000.00,e
3794,12452693800.00,c
3795,12452780400.00,t
3796,12452867200.00,s
3797,12452953800.00,=
3798,12453040400.00,0
3799,12453127200.00,,
3800,12453213800.00,[20]
3801,12453300400.00,C
3802,12453387200.00,P
3803,12453473800.00,U
3804,12453560600.00,s
3805,12453647200.00,=
3806,12453733800.00,4
3807,12453820600.00,,
3808,12453907200.00,[20]
3809,12453993800.00,N
3810,12454080600.00,o
3811,12454167200.00,d
3812,12454254000.00,e
3813,12454340600.00,s
3814,12454427200.00,=
3815,12454514000.00,1
3816,12454600600.00,[0D]
3817,12454687400.00,[0A]
3818,12454795600.00,[
3819,12454882400.00,[20]
3820,12454969000.00,[20]
3821,12455055600.00,[20]
3822,12455142400.00,[20]
3823,12455229000.00,0
3824,12455315800.00,.
3825,12455402400.00,0
3826,12455489000.00,0
3827,12455575800.00,0
3828,12455662400.00,0
3829,12455749000.00,0
3830,12455835800.00,0
3831,12455922400.00,]
3832,12456009200.00,[20]
3833,12456095800.00,r
3834,12456182400.00,c
3835,12456269200.00,u
3836,12456355800.00,:
3837,12456442600.00,[20]
3838,12456529200.00,P
3839,12456615800.00,r
3840,12456702600.00,e
3841,12456789200.00,e
3842,12456875800.00,m
3843,12456962600.00,p
3844,12457049200.00,t
3845,12457136000.00,i
3846,12457222600.00,b
3847,12457309200.00,l
3848,12457396000.00,e
3849,12457482600.00,[20]
3850,12457569400.00,h
3851,12457656000.00,i
3852,12457742600.00,e
3853,12457829400.00,r
3854,12457916000.00,a
3855,12458002600.00,r
3856,12458089400.00,c
3857,12458176000.00,h
3858,12458262800.00,i
3859,12458349400.00,c
3860,12458436000.00,a
3861,12458522800.00,l
3862,12458609400.00,[20]
3863,12458696200.00,R
3864,12458782800.00,C
3865,12458869400.00,U
3866,12458956200.00,[20]
3867,12459042800.00,i
3868,12459129400.00,m
3869,12459216200.00,p
3870,12459302800.00,l
3871,12459389600.00,e
3872,12459476200.00,m
3873,12459562800.00,e
3874,12459649600.00,n
3875,12459736200.00,t
3876,12459822800.00,a
3877,12459909600.00,t
3878,12459996200.00,i
3879,12460083000.00,o
3880,12460169600.00,n
3881,12460256200.00,.
3882,12460343000.00,[0D]
3883,12460429600.00,[0A]
3884,12460546600.00,[
3885,12460633400.00,[20]
3886,12460720000.00,[20]
3887,12460806600.00,[20]
3888,12460893400.00,[20]
3889,12460980000.00,0
3890,12461066800.00,.
3891,12461153400.00,0
3892,12461240000.00,0
3893,12461326800.00,0
3894,12461413400.00,0
3895,12461500000.00,0
3896,12461586800.00,0
3897,12461673400.00,]
3898,12461760200.00,[20]
3899,12461846800.00,r
3900,12461933400.00,c
3901,12462020200.00,u
3902,12462106800.00,:
3903,12462193600.00,[20]
3904,12462280200.00,[09]
3905,12462366800.00,R
3906,12462453600.00,C
3907,12462540200.00,U
3908,12462626800.00,[20]
3909,12462713600.00,r
3910,12462800200.00,e
3911,12462887000.00,s
3912,12462973600.00,t
3913,12463060200.00,r
3914,12463147000.00,i
3915,12463233600.00,c
3916,12463320200.00,t
3917,12463407000.00,i
3918,12463493600.00,n
3919,12463580400.00,g
3920,12463667000.00,[20]
3921,12463753600.00,C
3922,12463840400.00,P
3923,12463927000.00,U
3924,12464013800.00,s
3925,12464100400.00,[20]
3926,12464187000.00,f
3927,12464273800.00,r
3928,12464360400.00,o
3929,12464447000.00,m
3930,12464533800.00,[20]
3931,12464620400.00,N
3932,12464707200.00,R
3933,12464793800.00,_
3934,12464880400.00,C
3935,12464967200.00,P
3936,12465053800.00,U
3937,12465140600.00,S
3938,12465227200.00,=
3939,12465313800.00,8
3940,12465400600.00,[20]
3941,12465487200.00,t
3942,12465573800.00,o
3943,12465660600.00,[20]
3944,12465747200.00,n
3945,12465834000.00,r
3946,12465920600.00,_
3947,12466007200.00,c
3948,12466094000.00,p
3949,12466180600.00,u
3950,12466267200.00,_
3951,12466354000.00,i
3952,12466440600.00,d
3953,12466527400.00,s
3954,12466614000.00,=
3955,12466700600.00,4
3956,12466787400.00,.
3957,12466874000.00,[0D]
3958,12466960800.00,[0A]
3959,12467059800.00,[
3960,12467146600.00,[20]
3961,12467233200.00,[20]
3962,12467319800.00,[20]
3963,12467406600.00,[20]
3964,12467493200.00,0
3965,12467580000.00,.
3966,12467666600.00,0
3967,12467753200.00,0
3968,12467840000.00,0
3969,12467926600.00,0
3970,12468013200.00,0
3971,12468100000.00,0
3972,12468186600.00,]
3973,12468273400.00,[20]
3974,12468360000.00,[09]
3975,12468446600.00,T
3976,12468533400.00,r
3977,12468620000.00,a
3978,12468706800.00,m
3979,12468793400.00,p
3980,12468880000.00,o
3981,12468966800.00,l
3982,12469053400.00,i
3983,12469140000.00,n
3984,12469226800.00,e
3985,12469313400.00,[20]
3986,12469400200.00,v
3987,12469486800.00,a
3988,12469573400.00,r
3989,12469660200.00,i
3990,12469746800.00,a
3991,12469833400.00,n
3992,12469920200.00,t
3993,12470006800.00,[20]
3994,12470093600.00,o
3995,12470180200.00,f
3996,12470266800.00,[20]
3997,12470353600.00,T
3998,12470440200.00,a
3999,12470527000.00,s
4000,12470613600.00,k
4001,12470700200.00,s
4002,12470787000.00,[20]
4003,12470873600.00,R
4004,12470960200.00,C
4005,12471047000.00,U
4006,12471133600.00,[20]
4007,12471220400.00,e
4008,12471307000.00,n
4009,12471393600.00,a
4010,12471480400.00,b
4011,12471567000.00,l
4012,12471653800.00,e
4013,12471740400.00,d
4014,12471827000.00,.
4015,12471913800.00,[0D]
4016,12472000400.00,[0A]
4017,12472111400.00,[
4018,12472198200.00,[20]
4019,12472284800.00,[20]
4020,12472371400.00,[20]
4021,12472458200.00,[20]
4022,12472544800.00,0
4023,12472631600.00,.
4024,12472718200.00,0
4025,12472804800.00,0
4026,12472891600.00,0
4027,12472978200.00,0
4028,12473065000.00,0
4029,12473151600.00,0
4030,12473238200.00,]
4031,12473325000.00,[20]
4032,12473411600.00,r
4033,12473498200.00,c
4034,12473585000.00,u
4035,12473671600.00,:
4036,12473758400.00,[20]
4037,12473845000.00,R
4038,12473931600.00,C
4039,12474018400.00,U
4040,12474105000.00,[20]
4041,12474191800.00,c
4042,12474278400.00,a
4043,12474365000.00,l
4044,12474451800.00,c
4045,12474538400.00,u
4046,12474625000.00,l
4047,12474711800.00,a
4048,12474798400.00,t
4049,12474885200.00,e
4050,12474971800.00,d
4051,12475058400.00,[20]
4052,12475145200.00,v
4053,12475231800.00,a
4054,12475318400.00,l
4055,12475405200.00,u
4056,12475491800.00,e
4057,12475578600.00,[20]
4058,12475665200.00,o
4059,12475751800.00,f
4060,12475838600.00,[20]
4061,12475925200.00,s
4062,12476012000.00,c
4063,12476098600.00,h
4064,12476185200.00,e
4065,12476272000.00,d
4066,12476358600.00,u
4067,12476445200.00,l
4068,12476532000.00,e
4069,12476618600.00,r
4070,12476705400.00,-
4071,12476792000.00,e
4072,12476878600.00,n
4073,12476965400.00,l
4074,12477052000.00,i
4075,12477138800.00,s
4076,12477225400.00,t
4077,12477312000.00,m
4078,12477398800.00,e
4079,12477485400.00,n
4080,12477572000.00,t
4081,12477658800.00,[20]
4082,12477745400.00,d
4083,12477832200.00,e
4084,12477918800.00,l
4085,12478005400.00,a
4086,12478092200.00,y
4087,12478178800.00,[20]
4088,12478265600.00,i
4089,12478352200.00,s
4090,12478438800.00,[20]
4091,12478525600.00,1
4092,12478612200.00,0
4093,12478698800.00,[20]
4094,12478785600.00,j
4095,12478872200.00,i
4096,12478959000.00,f
4097,12479045600.00,f
4098,12479132200.00,i
4099,12479219000.00,e
4100,12479305600.00,s
4101,12479392200.00,.
4102,12479479000.00,[0D]
4103,12479565600.00,[0A]
4104,12479674600.00,[
4105,12479761200.00,[20]
4106,12479847800.00,[20]
4107,12479934600.00,[20]
4108,12480021200.00,[20]
4109,12480108000.00,0
4110,12480194600.00,.
4111,12480281200.00,0
4112,12480368000.00,0
4113,12480454600.00,0
4114,12480541400.00,0
4115,12480628000.00,0
4116,12480714600.00,0
4117,12480801400.00,]
4118,12480888000.00,[20]
4119,12480974600.00,r
4120,12481061400.00,c
4121,12481148000.00,u
4122,12481234800.00,:
4123,12481321400.00,[20]
4124,12481408000.00,A
4125,12481494800.00,d
4126,12481581400.00,j
4127,12481668000.00,u
4128,12481754800.00,s
4129,12481841400.00,t
4130,12481928200.00,i
4131,12482014800.00,n
4132,12482101400.00,g
4133,12482188200.00,[20]
4134,12482274800.00,g
4135,12482361600.00,e
4136,12482448200.00,o
4137,12482534800.00,m
4138,12482621600.00,e
4139,12482708200.00,t
4140,12482794800.00,r
4141,12482881600.00,y
4142,12482968200.00,[20]
4143,12483055000.00,f
4144,12483141600.00,o
4145,12483228200.00,r
4146,12483315000.00,[20]
4147,12483401600.00,r
4148,12483488400.00,c
4149,12483575000.00,u
4150,12483661600.00,_
4151,12483748400.00,f
4152,12483835000.00,a
4153,12483921600.00,n
4154,12484008400.00,o
4155,12484095000.00,u
4156,12484181800.00,t
4157,12484268400.00,_
4158,12484355000.00,l
4159,12484441800.00,e
4160,12484528400.00,a
4161,12484615200.00,f
4162,12484701800.00,=
4163,12484788400.00,1
4164,12484875200.00,6
4165,12484961800.00,,
4166,12485048400.00,[20]
4167,12485135200.00,n
4168,12485221800.00,r
4169,12485308600.00,_
4170,12485395200.00,c
4171,12485481800.00,p
4172,12485568600.00,u
4173,12485655200.00,_
4174,12485741800.00,i
4175,12485828600.00,d
4176,12485915200.00,s
4177,12486002000.00,=
4178,12486088600.00,4
4179,12486175200.00,[0D]
4180,12486262000.00,[0A]
4181,12486361000.00,[
4182,12486447800.00,[20]
4183,12486534400.00,[20]
4184,12486621200.00,[20]
4185,12486707800.00,[20]
4186,12486794400.00,0
4187,12486881200.00,.
4188,12486967800.00,0
4189,12487054600.00,0
4190,12487141200.00,0
4191,12487227800.00,0
4192,12487314600.00,0
4193,12487401200.00,0
4194,12487487800.00,]
4195,12487574600.00,[20]
4196,12487661200.00,N
4197,12487748000.00,R
4198,12487834600.00,_
4199,12487921200.00,I
4200,12488008000.00,R
4201,12488094600.00,Q
4202,12488181200.00,S
4203,12488268000.00,:
4204,12488354600.00,[20]
4205,12488441400.00,1
4206,12488528000.00,6
4207,12488614600.00,,
4208,12488701400.00,[20]
4209,12488788000.00,n
4210,12488874800.00,r
4211,12488961400.00,_
4212,12489048000.00,i
4213,12489134800.00,r
4214,12489221400.00,q
4215,12489308000.00,s
4216,12489394800.00,:
4217,12489481400.00,[20]
4218,12489568200.00,1
4219,12489654800.00,6
4220,12489741400.00,,
4221,12489828200.00,[20]
4222,12489914800.00,p
4223,12490001600.00,r
4224,12490088200.00,e
4225,12490174800.00,a
4226,12490261600.00,l
4227,12490348200.00,l
4228,12490434800.00,o
4229,12490521600.00,c
4230,12490608200.00,a
4231,12490695000.00,t
4232,12490781600.00,e
4233,12490868200.00,d
4234,12490955000.00,[20]
4235,12491041600.00,i
4236,12491128400.00,r
4237,12491215000.00,q
4238,12491301600.00,s
4239,12491388400.00,:
4240,12491475000.00,[20]
4241,12491561600.00,1
4242,12491648400.00,6
4243,12491735000.00,[0D]
4244,12491821800.00,[0A]
4245,12491930600.00,[
4246,12492017200.00,[20]
4247,12492104000.00,[20]
4248,12492190600.00,[20]
4249,12492277400.00,[20]
4250,12492364000.00,0
4251,12492450600.00,.
4252,12492537400.00,0
4253,12492624000.00,0
4254,12492710600.00,0
4255,12492797400.00,0
4256,12492884000.00,0
4257,12492970800.00,0
4258,12493057400.00,]
4259,12493144000.00,[20]
4260,12493230800.00,G
4261,12493317400.00,I
4262,12493404200.00,C
4263,12493490800.00,:
4264,12493577400.00,[20]
4265,12493664200.00,U
4266,12493750800.00,s
4267,12493837400.00,i
4268,12493924200.00,n
4269,12494010800.00,g
4270,12494097600.00,[20]
4271,12494184200.00,s
4272,12494270800.00,p
4273,12494357600.00,l
4274,12494444200.00,i
4275,12494530800.00,t
4276,12494617600.00,[20]
4277,12494704200.00,E
4278,12494791000.00,O
4279,12494877600.00,I
4280,12494964200.00,/
4281,12495051000.00,D
4282,12495137600.00,e
4283,12495224400.00,a
4284,12495311000.00,c
4285,12495397600.00,t
4286,12495484400.00,i
4287,12495571000.00,v
4288,12495657600.00,a
4289,12495744400.00,t
4290,12495831000.00,e
4291,12495917800.00,[20]
4292,12496004400.00,m
4293,12496091000.00,o
4294,12496177800.00,d
4295,12496264400.00,e
4296,12496351200.00,[0D]
4297,12496437800.00,[0A]
4298,12496537000.00,[
4299,12496623600.00,[20]
4300,12496710200.00,[20]
4301,12496797000.00,[20]
4302,12496883600.00,[20]
4303,12496970400.00,0
4304,12497057000.00,.
4305,12497143600.00,0
4306,12497230400.00,0
4307,12497317000.00,0
4308,12497403600.00,0
4309,12497490400.00,0
